filepath,annotation,timestamp,height,width
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09946_20240501_134046_9.JPG",AA,20240501_134046,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_0.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_1.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_2.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_3.JPG",AA,20240501_134127,498,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_4.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_5.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_6.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_7.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09963_20240501_134127_8.JPG",AA,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SP_DSC09963_20240501_134127_9.JPG",SP,20240501_134127,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_0.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/POC_DSC00056_20240501_134440_1.JPG",POC,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_2.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_3.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_4.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/POC_DSC00056_20240501_134440_5.JPG",POC,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_6.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_7.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_8.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00056_20240501_134440_9.JPG",AA,20240501_134440,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09957_20240501_134114_0.JPG",AA,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SP_DSC09957_20240501_134114_1.JPG",SP,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09957_20240501_134114_2.JPG",AA,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09957_20240501_134114_3.JPG",AA,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/FVI_DSC09957_20240501_134114_4.JPG",FVI,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09957_20240501_134114_5.JPG",AA,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/POC_DSC09957_20240501_134114_6.JPG",POC,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09957_20240501_134114_7.JPG",AA,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09957_20240501_134114_8.JPG",AA,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/CM_DSC09957_20240501_134114_9.JPG",CM,20240501_134114,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_0.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SP_DSC00091_20240501_134602_1.JPG",SP,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_2.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_3.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_4.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_5.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_6.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_7.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SC_DSC00091_20240501_134602_8.JPG",SC,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00091_20240501_134602_9.JPG",AA,20240501_134602,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_0.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/POC_DSC00055_20240501_134438_1.JPG",POC,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_2.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_3.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_4.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_5.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_6.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_7.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/MONTB_DSC00055_20240501_134438_8.JPG",MONTB,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC00055_20240501_134438_9.JPG",AA,20240501_134438,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_0.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_1.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_2.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_3.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_4.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_5.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_6.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_7.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SC_DSC09975_20240501_134154_8.JPG",SC,20240501_134154,389,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09975_20240501_134154_9.JPG",AA,20240501_134154,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_0.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_1.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_2.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_3.JPG",AA,20240501_133929,325,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_4.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_5.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_6.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_7.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_8.JPG",AA,20240501_133929,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09913_20240501_133929_9.JPG",AA,20240501_133929,271,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/CM_DSC09932_20240501_134011_0.JPG",CM,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_1.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_2.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/POC_DSC09932_20240501_134011_3.JPG",POC,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_4.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_5.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_6.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_7.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_8.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09932_20240501_134011_9.JPG",AA,20240501_134011,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_0.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_1.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_2.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_3.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_4.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_5.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SP_DSC09958_20240501_134117_6.JPG",SP,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_7.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_8.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09958_20240501_134117_9.JPG",AA,20240501_134117,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_0.JPG",AA,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_1.JPG",AA,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_2.JPG",AA,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_3.JPG",AA,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/POC_DSC09977_20240501_134157_4.JPG",POC,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_5.JPG",AA,20240501_134157,438,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_6.JPG",AA,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_7.JPG",AA,20240501_134157,286,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_8.JPG",AA,20240501_134157,460,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09977_20240501_134157_9.JPG",AA,20240501_134157,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_0.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_1.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_2.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_3.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_4.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_5.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_6.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_7.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09943_20240501_134040_8.JPG",AA,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/FVI_DSC09943_20240501_134040_9.JPG",FVI,20240501_134040,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_0.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/FVI_DSC09944_20240501_134041_1.JPG",FVI,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_2.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_3.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_4.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_5.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_6.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_7.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_8.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09944_20240501_134041_9.JPG",AA,20240501_134041,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_0.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_1.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_2.JPG",AA,20240501_133934,396,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_3.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_4.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/SP_DSC09917_20240501_133934_5.JPG",SP,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/PLAT_DSC09917_20240501_133934_6.JPG",PLAT,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_7.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_8.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09917_20240501_133934_9.JPG",AA,20240501_133934,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_0.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_1.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_2.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_3.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_4.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_5.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_6.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_7.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_8.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q1/AA_DSC09976_20240501_134155_9.JPG",AA,20240501_134155,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_0.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_1.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/PORM_DSC02083_20240501_134204_2.JPG",PORM,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/POC_DSC02083_20240501_134204_3.JPG",POC,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_4.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_5.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_6.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/CE_DSC02083_20240501_134204_7.JPG",CE,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_8.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02083_20240501_134204_9.JPG",AA,20240501_134204,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/MILL_DSC02195_20240501_134536_0.JPG",MILL,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02195_20240501_134536_1.JPG",AA,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/MILL_DSC02195_20240501_134536_2.JPG",MILL,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02195_20240501_134536_3.JPG",AA,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/MILL_DSC02195_20240501_134536_4.JPG",MILL,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02195_20240501_134536_5.JPG",AA,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/FVI_DSC02195_20240501_134536_6.JPG",FVI,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/PORM_DSC02195_20240501_134536_7.JPG",PORM,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/AA_DSC02195_20240501_134536_8.JPG",AA,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/MILL_DSC02195_20240501_134536_9.JPG",MILL,20240501_134536,500,500
"IMAGE AND CPCE FILE/SHINE-1801_USS Guardian, Tubbataha, Cagayancillo/Q3/SP_DSC02122_20240501_134317_0.JPG",SP,20240501_134317,500,500
